SKU,Produto,Quantidade Vendida,Vendedor,Mês,Ano,Cidade,Estado,Preço,Total
HL2714,Tablet,5,Sthefeson Barroso,4,2018,São Paulo,São Paulo,1600,8000
HL4379,Televisão,5,Ruan Gonçalves,12,2018,Fortaleza,Ceará,2500,12500
HL2714,Tablet,2,Gabrielle Silva,10,2018,Rio de Janeiro,Rio de Janeiro,1600,3200
HL8851,Notebook,4,Caio Affonso,9,2018,São Paulo,São Paulo,3500,14000
HL1148,Câmera,5,Larissa Jesus,12,2018,Fortaleza,Ceará,2100,10500
HL1918,iPhone,3,Paula Carneiro,2,2018,Belo Horizonte,Minas Gerais,5300,15900
HL8851,Notebook,4,Thaís Moura,4,2018,São Paulo,São Paulo,3500,14000
HL1918,iPhone,1,Nathan Morelli,8,2018,São Paulo,São Paulo,5300,5300
HL9962,Android,1,Diego Rodrigues,12,2018,Goiânia,Goiás,3400,3400
HL4379,Televisão,4,Giuseppe Bhering,10,2018,Curitiba,Paraná,2500,10000
HL4379,Televisão,1,Itai Puntel,10,2018,Recife,Pernambuco,2500,2500
HL1918,iPhone,2,Priscila Carvalho,2,2018,Curitiba,Paraná,5300,10600
HL1918,iPhone,2,Stefan Nunes,5,2018,Salvador,Bahia,5300,10600
HL1918,iPhone,1,Ana Soledade,3,2018,Salvador,Bahia,5300,5300
HL7348,SmartWatch,3,Marina Correa,5,2018,Fortaleza,Ceará,1400,4200
HL4379,Televisão,3,Diego Rodrigues,2,2018,Curitiba,Paraná,2500,7500
HL1918,iPhone,1,Carolina Bernardes,2,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,4,Jônatas Tanaka,6,2018,São Paulo,São Paulo,5300,21200
HL8851,Notebook,3,Ulisses Filho,7,2018,Recife,Pernambuco,3500,10500
HL8851,Notebook,4,Amanda Delgado,7,2018,Fortaleza,Ceará,3500,14000
HL4379,Televisão,3,Renan Firmino,8,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,5,João Monteiro,4,2018,Belo Horizonte,Minas Gerais,2500,12500
HL4379,Televisão,5,Caroll Johnson,12,2018,Belo Horizonte,Minas Gerais,2500,12500
HL7348,SmartWatch,5,Michelle Pereira,3,2018,São Paulo,São Paulo,1400,7000
HL1148,Câmera,2,David Vasconcelos,8,2018,Fortaleza,Ceará,2100,4200
HL9962,Android,5,Livia Corrêa,10,2018,Curitiba,Paraná,3400,17000
HL8851,Notebook,4,Rojane Lima,4,2018,Fortaleza,Ceará,3500,14000
HL8851,Notebook,5,Roberto Mattos,11,2018,São Paulo,São Paulo,3500,17500
HL1148,Câmera,4,Guilherme Seixas,10,2018,Belo Horizonte,Minas Gerais,2100,8400
HL9962,Android,3,Paula Carneiro,2,2018,Salvador,Bahia,3400,10200
HL8851,Notebook,5,Rodrigo Mendes,12,2018,Salvador,Bahia,3500,17500
HL1918,iPhone,4,Danilo Mendonça,4,2018,São Paulo,São Paulo,5300,21200
HL2714,Tablet,5,Ives Barbosa,3,2018,Porto Alegre,Rio Grande do Sul,1600,8000
HL9962,Android,2,Roberto Tiradentes,8,2018,Salvador,Bahia,3400,6800
HL1918,iPhone,3,Gustavo Guimarães,8,2018,São Paulo,São Paulo,5300,15900
HL1918,iPhone,3,Pedro Costa,12,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1918,iPhone,3,Victor Zakhm,2,2018,Fortaleza,Ceará,5300,15900
HL2714,Tablet,1,João Peçanha,5,2018,Recife,Pernambuco,1600,1600
HL4379,Televisão,4,Jonatas Passos,7,2018,Salvador,Bahia,2500,10000
HL4379,Televisão,3,Caroline Aquino,4,2018,São Paulo,São Paulo,2500,7500
HL4379,Televisão,5,Camila Sobral,4,2018,São Paulo,São Paulo,2500,12500
HL2714,Tablet,2,Matheus Silva,6,2018,Salvador,Bahia,1600,3200
HL2714,Tablet,2,Eduardo Soares,2,2018,Salvador,Bahia,1600,3200
HL7348,SmartWatch,4,Carlos Barbosa,6,2018,Salvador,Bahia,1400,5600
HL1918,iPhone,5,Juliana Huon,4,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,2,Jéssica Stefanelli,5,2018,Salvador,Bahia,5300,10600
HL7348,SmartWatch,3,Fernanda Junior,7,2018,Fortaleza,Ceará,1400,4200
HL2714,Tablet,4,Adriane Gomes,2,2018,Salvador,Bahia,1600,6400
HL2714,Tablet,3,Hygor Essaber,6,2018,Porto Alegre,Rio Grande do Sul,1600,4800
HL8851,Notebook,3,João Bach,6,2018,São Paulo,São Paulo,3500,10500
HL1918,iPhone,5,Adriane Gomes,9,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,2,Ives Teixeira,6,2018,Fortaleza,Ceará,5300,10600
HL8851,Notebook,5,Beatriz Rocha,11,2018,Fortaleza,Ceará,3500,17500
HL4379,Televisão,3,Vivianne Rodrigues,8,2018,Fortaleza,Ceará,2500,7500
HL2714,Tablet,5,Maria Motta,12,2018,São Paulo,São Paulo,1600,8000
HL9962,Android,5,Luana Santana,7,2018,Goiânia,Goiás,3400,17000
HL9962,Android,4,Rogério Gentile,10,2018,Recife,Pernambuco,3400,13600
HL8851,Notebook,4,Daniel Felippe,10,2018,Rio de Janeiro,Rio de Janeiro,3500,14000
HL9962,Android,1,Vanessa Neves,2,2018,São Paulo,São Paulo,3400,3400
HL2714,Tablet,5,Carlos Galvão,9,2018,Fortaleza,Ceará,1600,8000
HL8851,Notebook,3,Giovana Vilela,4,2018,Fortaleza,Ceará,3500,10500
HL1918,iPhone,2,Marina Delgado,7,2018,São Paulo,São Paulo,5300,10600
HL7348,SmartWatch,4,Rodrigo Mendes,12,2018,Curitiba,Paraná,1400,5600
HL4379,Televisão,3,Adrielle Gabriel,8,2018,Fortaleza,Ceará,2500,7500
HL4379,Televisão,4,Michelle Pereira,6,2018,Belo Horizonte,Minas Gerais,2500,10000
HL1918,iPhone,4,Michelle Miura,8,2018,Fortaleza,Ceará,5300,21200
HL1918,iPhone,1,Ulisses Filho,11,2018,Salvador,Bahia,5300,5300
HL4379,Televisão,5,Lucas Freitas,11,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL7348,SmartWatch,1,Allan Candido,9,2018,Salvador,Bahia,1400,1400
HL7348,SmartWatch,1,Raíza Lopes,3,2018,Curitiba,Paraná,1400,1400
HL4379,Televisão,2,Alessandra Martins,7,2018,Fortaleza,Ceará,2500,5000
HL1918,iPhone,2,Fernanda Rubim,4,2018,São Paulo,São Paulo,5300,10600
HL8851,Notebook,2,Myllena Carneiro,9,2018,Rio de Janeiro,Rio de Janeiro,3500,7000
HL1918,iPhone,3,Gustavo Erthal,7,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1918,iPhone,4,Gabriel Puntel,1,2018,Goiânia,Goiás,5300,21200
HL1148,Câmera,3,Juliana Goes,4,2018,Rio de Janeiro,Rio de Janeiro,2100,6300
HL8851,Notebook,4,Rafael Rocha,8,2018,Recife,Pernambuco,3500,14000
HL2714,Tablet,3,Nina Magalhães,2,2018,Fortaleza,Ceará,1600,4800
HL2714,Tablet,4,Julia Leig,9,2018,Salvador,Bahia,1600,6400
HL4379,Televisão,3,Luiza Farias,10,2018,Curitiba,Paraná,2500,7500
HL1918,iPhone,5,Luiz Mendonça,1,2018,São Paulo,São Paulo,5300,26500
HL9962,Android,2,Guilherme Merotto,8,2018,Rio de Janeiro,Rio de Janeiro,3400,6800
HL1148,Câmera,3,Beatriz Biase,7,2018,Recife,Pernambuco,2100,6300
HL8851,Notebook,5,Gustavo Thome,8,2018,São Paulo,São Paulo,3500,17500
HL1918,iPhone,1,Rebeca Taylor,5,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL1918,iPhone,1,Aline Morais,8,2018,São Paulo,São Paulo,5300,5300
HL1148,Câmera,4,João Silva,8,2018,Belo Horizonte,Minas Gerais,2100,8400
HL1918,iPhone,5,Caio Moura,8,2018,Salvador,Bahia,5300,26500
HL4379,Televisão,2,Yasmim Verly,10,2018,São Paulo,São Paulo,2500,5000
HL7348,SmartWatch,5,Sylvio Bernhardt,2,2018,Rio de Janeiro,Rio de Janeiro,1400,7000
HL7348,SmartWatch,4,Luiza Marques,5,2018,São Paulo,São Paulo,1400,5600
HL9962,Android,4,Gustavo Accardo,8,2018,Porto Alegre,Rio Grande do Sul,3400,13600
HL7348,SmartWatch,3,Maria Junior,2,2018,Recife,Pernambuco,1400,4200
HL8851,Notebook,1,Luiza Procaci,5,2018,Goiânia,Goiás,3500,3500
HL4379,Televisão,4,Iuri Neto,10,2018,Salvador,Bahia,2500,10000
HL9962,Android,5,Carlos Galvão,9,2018,Rio de Janeiro,Rio de Janeiro,3400,17000
HL1918,iPhone,2,Julie Ferreira,9,2018,Porto Alegre,Rio Grande do Sul,5300,10600
HL1148,Câmera,3,Camilla Vieira,6,2018,São Paulo,São Paulo,2100,6300
HL1148,Câmera,2,Felipe Júnior,5,2018,Porto Alegre,Rio Grande do Sul,2100,4200
HL2714,Tablet,5,Sthefeson Pereira,4,2018,Fortaleza,Ceará,1600,8000
HL7348,SmartWatch,1,Eduardo Silva,2,2018,São Paulo,São Paulo,1400,1400
HL4379,Televisão,3,Felipe Mello,11,2018,Goiânia,Goiás,2500,7500
HL1918,iPhone,1,Carla Zakhm,12,2018,Recife,Pernambuco,5300,5300
HL2714,Tablet,3,Célio Xavier,9,2018,São Paulo,São Paulo,1600,4800
HL1918,iPhone,5,Livia Corrêa,11,2018,Salvador,Bahia,5300,26500
HL4379,Televisão,5,Pedro Rodrigues,1,2018,Salvador,Bahia,2500,12500
HL1918,iPhone,2,Fernanda Silva,12,2018,Recife,Pernambuco,5300,10600
HL7348,SmartWatch,3,Clara Bruno,3,2018,Salvador,Bahia,1400,4200
HL1918,iPhone,5,Sylvio Bernhardt,2,2018,Salvador,Bahia,5300,26500
HL1918,iPhone,4,Thayane Resende,9,2018,São Paulo,São Paulo,5300,21200
HL4379,Televisão,4,Luíza Melo,6,2018,São Paulo,São Paulo,2500,10000
HL1918,iPhone,5,Juliana Silva,12,2018,Recife,Pernambuco,5300,26500
HL8851,Notebook,4,Elena Barreto,2,2018,Porto Alegre,Rio Grande do Sul,3500,14000
HL9962,Android,1,Natalia Marinho,1,2018,Goiânia,Goiás,3400,3400
HL4379,Televisão,3,Anderson Barreto,5,2018,Fortaleza,Ceará,2500,7500
HL4379,Televisão,5,Guilherme Seixas,7,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL4379,Televisão,2,Matheus Miranda,7,2018,Goiânia,Goiás,2500,5000
HL1148,Câmera,2,Itai Puntel,12,2018,Rio de Janeiro,Rio de Janeiro,2100,4200
HL1918,iPhone,1,Luana Santos,7,2018,Recife,Pernambuco,5300,5300
HL1918,iPhone,2,Luísa Fonseca,6,2018,Goiânia,Goiás,5300,10600
HL1918,iPhone,4,Beatriz Biase,5,2018,Fortaleza,Ceará,5300,21200
HL2714,Tablet,2,Lucas Machado,8,2018,Fortaleza,Ceará,1600,3200
HL2714,Tablet,1,João Capitulo,8,2018,Belo Horizonte,Minas Gerais,1600,1600
HL4379,Televisão,5,Renan Melo,11,2018,Goiânia,Goiás,2500,12500
HL1148,Câmera,2,Isabella Montanholi,12,2018,São Paulo,São Paulo,2100,4200
HL7348,SmartWatch,4,João Peçanha,8,2018,Curitiba,Paraná,1400,5600
HL8851,Notebook,1,Carlos Araujo,9,2018,Curitiba,Paraná,3500,3500
HL4379,Televisão,5,Breno Caputo,12,2018,Fortaleza,Ceará,2500,12500
HL9962,Android,3,Gabriel Thoni,4,2018,São Paulo,São Paulo,3400,10200
HL7348,SmartWatch,4,Julia Leig,3,2018,Recife,Pernambuco,1400,5600
HL1918,iPhone,1,Natália Appel,12,2018,Salvador,Bahia,5300,5300
HL4379,Televisão,5,Luiz Almeida,3,2018,Goiânia,Goiás,2500,12500
HL1918,iPhone,3,Lívia Marques,2,2018,Curitiba,Paraná,5300,15900
HL7348,SmartWatch,4,Eric Júnior,12,2018,Fortaleza,Ceará,1400,5600
HL4379,Televisão,1,Ana Gomes,2,2018,Belo Horizonte,Minas Gerais,2500,2500
HL4379,Televisão,2,Antonio Bernhardt,6,2018,Recife,Pernambuco,2500,5000
HL1918,iPhone,5,Carlos Souza,6,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,1,Ramon Araujo,9,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1918,iPhone,3,João Capitulo,10,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL1918,iPhone,1,Pedro Costa,11,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL4379,Televisão,2,Matheus Santos,11,2018,Curitiba,Paraná,2500,5000
HL9962,Android,1,Isabelle Firmino,3,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL1918,iPhone,4,Lázaro Villanova,12,2018,São Paulo,São Paulo,5300,21200
HL1148,Câmera,5,Barbara Procaci,12,2018,Recife,Pernambuco,2100,10500
HL4379,Televisão,1,Luiza Ribeiro,8,2018,Curitiba,Paraná,2500,2500
HL2714,Tablet,2,Bianca Ferezin,6,2018,São Paulo,São Paulo,1600,3200
HL2714,Tablet,3,Giulia Pessanha,9,2018,Porto Alegre,Rio Grande do Sul,1600,4800
HL7348,SmartWatch,1,Luiza Johnson,6,2018,Goiânia,Goiás,1400,1400
HL2714,Tablet,4,David Assumpção,1,2018,Fortaleza,Ceará,1600,6400
HL1918,iPhone,5,João Menezes,8,2018,Porto Alegre,Rio Grande do Sul,5300,26500
HL7348,SmartWatch,4,Helvio Pedrosa,11,2018,Salvador,Bahia,1400,5600
HL8851,Notebook,1,Anna Maia,1,2018,Salvador,Bahia,3500,3500
HL2714,Tablet,1,Raissa Negrelli,3,2018,Recife,Pernambuco,1600,1600
HL4379,Televisão,5,Carlos Mesquita,10,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL8851,Notebook,2,David Vasconcelos,9,2018,São Paulo,São Paulo,3500,7000
HL4379,Televisão,1,Gabriel Azevedo,3,2018,Salvador,Bahia,2500,2500
HL1148,Câmera,5,Felipe Freitas,4,2018,Belo Horizonte,Minas Gerais,2100,10500
HL1918,iPhone,3,Guilherme Lima,6,2018,São Paulo,São Paulo,5300,15900
HL4379,Televisão,1,Rodrigo Silva,8,2018,Fortaleza,Ceará,2500,2500
HL1918,iPhone,4,Luiz Marinho,3,2018,Belo Horizonte,Minas Gerais,5300,21200
HL1918,iPhone,5,Carolina Alfradique,7,2018,Porto Alegre,Rio Grande do Sul,5300,26500
HL1918,iPhone,1,Igor Azevedo,5,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1148,Câmera,1,Rogério Gentile,7,2018,Porto Alegre,Rio Grande do Sul,2100,2100
HL2714,Tablet,5,Victor Magalhães,6,2018,Salvador,Bahia,1600,8000
HL1918,iPhone,2,Luiz Freire,6,2018,São Paulo,São Paulo,5300,10600
HL9962,Android,4,Pedro Jorge,1,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL2714,Tablet,3,Carolina Vasconcelos,1,2018,São Paulo,São Paulo,1600,4800
HL1148,Câmera,2,Douglas Rodrigues,2,2018,Curitiba,Paraná,2100,4200
HL4379,Televisão,1,Stela Mendonça,9,2018,Curitiba,Paraná,2500,2500
HL9962,Android,1,Myllena Carneiro,12,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL1918,iPhone,1,Roberta Nogueira,2,2018,Salvador,Bahia,5300,5300
HL1918,iPhone,4,Célio Xavier,3,2018,Salvador,Bahia,5300,21200
HL1918,iPhone,4,Vivianne Rodrigues,9,2018,Salvador,Bahia,5300,21200
HL4379,Televisão,1,Pedro Jorge,11,2018,Fortaleza,Ceará,2500,2500
HL2714,Tablet,5,Paola Abreu,11,2018,Fortaleza,Ceará,1600,8000
HL4379,Televisão,5,Gustavo Junior,7,2018,Recife,Pernambuco,2500,12500
HL4379,Televisão,2,Rodrigo Ramos,6,2018,Goiânia,Goiás,2500,5000
HL1918,iPhone,2,Nathalia Ventura,11,2018,Curitiba,Paraná,5300,10600
HL1148,Câmera,5,Camilla Cardeman,4,2018,São Paulo,São Paulo,2100,10500
HL9962,Android,4,Rafael Carneiro,6,2018,Salvador,Bahia,3400,13600
HL7348,SmartWatch,4,Rebeca Reis,12,2018,Fortaleza,Ceará,1400,5600
HL8851,Notebook,2,Rafaela Gonçalves,1,2018,São Paulo,São Paulo,3500,7000
HL4379,Televisão,3,José Seixas,6,2018,São Paulo,São Paulo,2500,7500
HL1918,iPhone,5,Marcelo Guadagnino,4,2018,São Paulo,São Paulo,5300,26500
HL4379,Televisão,2,Gabrielle Costa,10,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL1918,iPhone,5,David Campelo,7,2018,São Paulo,São Paulo,5300,26500
HL1148,Câmera,1,Ana Bôas,8,2018,Recife,Pernambuco,2100,2100
HL1918,iPhone,5,Priscila Suzano,9,2018,Curitiba,Paraná,5300,26500
HL9962,Android,4,Manuela Merege,12,2018,Porto Alegre,Rio Grande do Sul,3400,13600
HL9962,Android,5,Hércules Júnior,3,2018,Curitiba,Paraná,3400,17000
HL2714,Tablet,3,Alon Pestana,7,2018,Fortaleza,Ceará,1600,4800
HL1918,iPhone,1,Eduardo Nunes,5,2018,São Paulo,São Paulo,5300,5300
HL2714,Tablet,1,Juliana Correa,7,2018,São Paulo,São Paulo,1600,1600
HL2714,Tablet,4,Bruno Barcessat,8,2018,Recife,Pernambuco,1600,6400
HL1918,iPhone,4,Fabio Boccaletti,7,2018,Fortaleza,Ceará,5300,21200
HL1918,iPhone,2,Juan Fernandes,9,2018,Recife,Pernambuco,5300,10600
HL1918,iPhone,5,Gustavo Guimarães,6,2018,São Paulo,São Paulo,5300,26500
HL1148,Câmera,1,Joyce Medina,7,2018,Fortaleza,Ceará,2100,2100
HL2714,Tablet,3,Caroline Delgado,12,2018,Rio de Janeiro,Rio de Janeiro,1600,4800
HL1148,Câmera,5,Rodrigo Silva,7,2018,Goiânia,Goiás,2100,10500
HL4379,Televisão,2,Gabriela Fernandes,3,2018,Salvador,Bahia,2500,5000
HL2714,Tablet,4,Bruno Barcessat,3,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL8851,Notebook,4,Bruna Gomes,10,2018,Salvador,Bahia,3500,14000
HL1148,Câmera,2,Lara Moreira,5,2018,Rio de Janeiro,Rio de Janeiro,2100,4200
HL1918,iPhone,4,Carlos Silva,9,2018,Belo Horizonte,Minas Gerais,5300,21200
HL4379,Televisão,2,Roberto Mattos,3,2018,São Paulo,São Paulo,2500,5000
HL1918,iPhone,2,Priscila Carvalho,7,2018,Belo Horizonte,Minas Gerais,5300,10600
HL1148,Câmera,4,Joao Pereira,3,2018,Porto Alegre,Rio Grande do Sul,2100,8400
HL4379,Televisão,1,Priscila Garcia,12,2018,Fortaleza,Ceará,2500,2500
HL4379,Televisão,4,Carlos Souza,5,2018,Goiânia,Goiás,2500,10000
HL1148,Câmera,4,Gabrielle Porto,12,2018,São Paulo,São Paulo,2100,8400
HL8851,Notebook,2,Marcelo Magalhães,8,2018,Salvador,Bahia,3500,7000
HL4379,Televisão,2,Breno Britto,10,2018,Recife,Pernambuco,2500,5000
HL9962,Android,2,Eduardo Lopes,5,2018,Fortaleza,Ceará,3400,6800
HL1918,iPhone,2,Michelle Miura,10,2018,Curitiba,Paraná,5300,10600
HL2714,Tablet,3,Jéssica Resinente,2,2018,Belo Horizonte,Minas Gerais,1600,4800
HL8851,Notebook,4,Raissa Maia,6,2018,Rio de Janeiro,Rio de Janeiro,3500,14000
HL1148,Câmera,4,Juliana Souza,3,2018,São Paulo,São Paulo,2100,8400
HL4379,Televisão,1,Isabel Leite,10,2018,Goiânia,Goiás,2500,2500
HL4379,Televisão,5,Lorena Kohn,9,2018,São Paulo,São Paulo,2500,12500
HL4379,Televisão,1,Marina Miranda,10,2018,Curitiba,Paraná,2500,2500
HL9962,Android,4,Rodrigo Mendes,5,2018,São Paulo,São Paulo,3400,13600
HL9962,Android,1,Debora Silva,5,2018,São Paulo,São Paulo,3400,3400
HL1148,Câmera,2,Nathalia Ventura,7,2018,Curitiba,Paraná,2100,4200
HL1918,iPhone,1,Wilson Brandão,3,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1918,iPhone,1,Pedro Costa,10,2018,Salvador,Bahia,5300,5300
HL8851,Notebook,5,Victor Firmino,10,2018,Fortaleza,Ceará,3500,17500
HL1148,Câmera,3,José Marques,6,2018,São Paulo,São Paulo,2100,6300
HL8851,Notebook,4,Marcelo Rosa,9,2018,Fortaleza,Ceará,3500,14000
HL8851,Notebook,2,Lázaro Villanova,7,2018,Salvador,Bahia,3500,7000
HL4379,Televisão,5,Clarissa Santos,6,2018,Fortaleza,Ceará,2500,12500
HL9962,Android,1,Matheus Figueiredo,10,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL1918,iPhone,4,Clara Silveira,11,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,1,Carlos Azevedo,11,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,4,Juan Fernandes,12,2018,Belo Horizonte,Minas Gerais,5300,21200
HL4379,Televisão,1,Guilherme Castilho,1,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL9962,Android,5,Julia Teixeira,2,2018,Fortaleza,Ceará,3400,17000
HL1148,Câmera,5,Michelle Miura,8,2018,Belo Horizonte,Minas Gerais,2100,10500
HL9962,Android,4,Rogério Gentile,10,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL8851,Notebook,2,Paula Isbelle,3,2018,Porto Alegre,Rio Grande do Sul,3500,7000
HL1918,iPhone,5,Isabella Santos,9,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,5,Victor Gomes,2,2018,Fortaleza,Ceará,5300,26500
HL7348,SmartWatch,2,Caio Affonso,5,2018,Porto Alegre,Rio Grande do Sul,1400,2800
HL1918,iPhone,4,Raísa Rodrigues,3,2018,Belo Horizonte,Minas Gerais,5300,21200
HL1918,iPhone,4,Luis Silva,9,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,2,Débora Lopes,3,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL1918,iPhone,3,Juliana Correa,2,2018,São Paulo,São Paulo,5300,15900
HL1918,iPhone,2,Rilson Dias,3,2018,São Paulo,São Paulo,5300,10600
HL1918,iPhone,3,Vanessa Bach,12,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1918,iPhone,3,Maria Costa,8,2018,Recife,Pernambuco,5300,15900
HL1918,iPhone,3,Lucas Cavalcanti,4,2018,São Paulo,São Paulo,5300,15900
HL9962,Android,2,Amanda Machado,8,2018,São Paulo,São Paulo,3400,6800
HL4379,Televisão,2,Ulisses Quinto,11,2018,São Paulo,São Paulo,2500,5000
HL4379,Televisão,5,Caroll Johnson,5,2018,Salvador,Bahia,2500,12500
HL1148,Câmera,5,Luiza Cabral,1,2018,Goiânia,Goiás,2100,10500
HL1148,Câmera,3,Carlos Mesquita,12,2018,Rio de Janeiro,Rio de Janeiro,2100,6300
HL1148,Câmera,3,Luis Garcia,12,2018,Fortaleza,Ceará,2100,6300
HL4379,Televisão,4,Leandro Ferreira,1,2018,Belo Horizonte,Minas Gerais,2500,10000
HL4379,Televisão,2,Gustavo Guimarães,6,2018,Salvador,Bahia,2500,5000
HL4379,Televisão,3,Brenno Santos,11,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL7348,SmartWatch,4,Izabel Lopes,9,2018,Fortaleza,Ceará,1400,5600
HL4379,Televisão,4,Matheus Gomes,11,2018,Belo Horizonte,Minas Gerais,2500,10000
HL9962,Android,4,Cícero Lima,7,2018,Curitiba,Paraná,3400,13600
HL1148,Câmera,2,Patrícia Amaral,9,2018,Rio de Janeiro,Rio de Janeiro,2100,4200
HL7348,SmartWatch,1,Antônio Oliveira,9,2018,Curitiba,Paraná,1400,1400
HL1148,Câmera,5,Matheus Souza,2,2018,Salvador,Bahia,2100,10500
HL1148,Câmera,3,Jonatas Passos,5,2018,Goiânia,Goiás,2100,6300
HL4379,Televisão,3,Izabel Lopes,9,2018,São Paulo,São Paulo,2500,7500
HL9962,Android,1,Carla Zakhm,8,2018,São Paulo,São Paulo,3400,3400
HL1918,iPhone,4,Caroline Cavalcanti,10,2018,Belo Horizonte,Minas Gerais,5300,21200
HL1918,iPhone,5,Andressa Rotsztejn,6,2018,Belo Horizonte,Minas Gerais,5300,26500
HL1918,iPhone,3,Ana Soledade,3,2018,Salvador,Bahia,5300,15900
HL1918,iPhone,2,Beatriz Almeida,8,2018,Recife,Pernambuco,5300,10600
HL4379,Televisão,2,Lucas Lacerda,4,2018,Belo Horizonte,Minas Gerais,2500,5000
HL4379,Televisão,5,Amanda Procaci,5,2018,Curitiba,Paraná,2500,12500
HL7348,SmartWatch,4,Raphael Filho,2,2018,Curitiba,Paraná,1400,5600
HL1148,Câmera,4,Luiza Farias,5,2018,Curitiba,Paraná,2100,8400
HL1918,iPhone,1,Jéssica Teixeira,4,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1918,iPhone,3,Luã Sá,1,2018,Curitiba,Paraná,5300,15900
HL4379,Televisão,5,Izabel Lopes,1,2018,Salvador,Bahia,2500,12500
HL1918,iPhone,2,Leandro Melo,10,2018,São Paulo,São Paulo,5300,10600
HL8851,Notebook,1,Gustavo Accardo,12,2018,São Paulo,São Paulo,3500,3500
HL1148,Câmera,2,Lucas Reis,5,2018,São Paulo,São Paulo,2100,4200
HL4379,Televisão,1,Miguel Carneiro,8,2018,Curitiba,Paraná,2500,2500
HL1918,iPhone,3,Marina Gama,12,2018,Fortaleza,Ceará,5300,15900
HL7348,SmartWatch,4,Beatriz Cavalcanti,12,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL4379,Televisão,5,Livia Corrêa,10,2018,São Paulo,São Paulo,2500,12500
HL1918,iPhone,3,Amanda Roberto,1,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL2714,Tablet,5,Beatriz Rodrigues,5,2018,Fortaleza,Ceará,1600,8000
HL4379,Televisão,1,Cícero Ramos,1,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL4379,Televisão,2,Maurício Dias,4,2018,Fortaleza,Ceará,2500,5000
HL8851,Notebook,1,Amanda Machado,3,2018,Salvador,Bahia,3500,3500
HL4379,Televisão,3,Leonardo Ferreira,6,2018,Salvador,Bahia,2500,7500
HL1918,iPhone,1,Natália Appel,10,2018,São Paulo,São Paulo,5300,5300
HL1148,Câmera,5,Platini Heimlich,7,2018,São Paulo,São Paulo,2100,10500
HL1148,Câmera,1,Wilson Vianna,3,2018,Belo Horizonte,Minas Gerais,2100,2100
HL8851,Notebook,3,Mateus Polastri,6,2018,Fortaleza,Ceará,3500,10500
HL1918,iPhone,4,Diogo Ressurreição,1,2018,Recife,Pernambuco,5300,21200
HL1918,iPhone,3,Juliana Goes,5,2018,Fortaleza,Ceará,5300,15900
HL4379,Televisão,3,Pedro Bitencourt,9,2018,São Paulo,São Paulo,2500,7500
HL1918,iPhone,1,Felipe Freitas,7,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL8851,Notebook,1,Gustavo Junior,5,2018,Salvador,Bahia,3500,3500
HL1148,Câmera,2,Lucas Monte,9,2018,São Paulo,São Paulo,2100,4200
HL8851,Notebook,2,Thiago Costa,7,2018,Porto Alegre,Rio Grande do Sul,3500,7000
HL1918,iPhone,3,Cláudio Aragão,8,2018,Recife,Pernambuco,5300,15900
HL4379,Televisão,1,Pedro Cardoso,11,2018,Fortaleza,Ceará,2500,2500
HL4379,Televisão,3,João Júnior,2,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL4379,Televisão,4,João Capitulo,4,2018,Salvador,Bahia,2500,10000
